"GeneSymbol","Class","GeneSymbolClass"
"ENSG00000270764","processed_pseudogene","ENSG00000270764_processed_pseudogene"
"ENSG00000271482","processed_pseudogene","ENSG00000271482_processed_pseudogene"
"ENSG00000213361","processed_pseudogene","ENSG00000213361_processed_pseudogene"
"RWDD4P1","processed_pseudogene","RWDD4P1_processed_pseudogene"
"ENSG00000242154","lncRNA","ENSG00000242154_lncRNA"
"RNU6-1322P","snRNA","RNU6-1322P_snRNA"
"PUS7","protein_coding","PUS7_protein_coding"
"ENSG00000223886","processed_pseudogene","ENSG00000223886_processed_pseudogene"
"RINT1","protein_coding","RINT1_protein_coding"
"EFCAB10","protein_coding","EFCAB10_protein_coding"
"ENSG00000272604","lncRNA","ENSG00000272604_lncRNA"
"YBX1P2","processed_pseudogene","YBX1P2_processed_pseudogene"
"ATXN7L1","protein_coding","ATXN7L1_protein_coding"
"ENSG00000226624","processed_pseudogene","ENSG00000226624_processed_pseudogene"
"CDHR3","protein_coding","CDHR3_protein_coding"
"ENSG00000280439","TEC","ENSG00000280439_TEC"
"SYPL1","protein_coding","SYPL1_protein_coding"
"DCAF13P1","processed_pseudogene","DCAF13P1_processed_pseudogene"
"RNU6-392P","snRNA","RNU6-392P_snRNA"
"NAMPT","protein_coding","NAMPT_protein_coding"
"ENSG00000273320","lncRNA","ENSG00000273320_lncRNA"
"LARP1BP2","processed_pseudogene","LARP1BP2_processed_pseudogene"
"ENSG00000243797","lncRNA","ENSG00000243797_lncRNA"
"ENSG00000286076","lncRNA","ENSG00000286076_lncRNA"
"ENSG00000267052","lncRNA","ENSG00000267052_lncRNA"
"ENSG00000286013","lncRNA","ENSG00000286013_lncRNA"
"CCDC71L","protein_coding","CCDC71L_protein_coding"
"LINC02577","lncRNA","LINC02577_lncRNA"
"RNA5SP236","rRNA_pseudogene","RNA5SP236_rRNA_pseudogene"
"PIK3CG","protein_coding","PIK3CG_protein_coding"
"PRKAR2B","protein_coding","PRKAR2B_protein_coding"
"PRKAR2B-AS1","lncRNA","PRKAR2B-AS1_lncRNA"
"HBP1","protein_coding","HBP1_protein_coding"
"ENSG00000272072","lncRNA","ENSG00000272072_lncRNA"
"COG5","protein_coding","COG5_protein_coding"
"ENSG00000228341","processed_pseudogene","ENSG00000228341_processed_pseudogene"
"GPR22","protein_coding","GPR22_protein_coding"
"DUS4L","protein_coding","DUS4L_protein_coding"
"DUS4L-BCAP29","protein_coding","DUS4L-BCAP29_protein_coding"
"ENSG00000272854","lncRNA","ENSG00000272854_lncRNA"
"BCAP29","protein_coding","BCAP29_protein_coding"
"ENSG00000238832","snoRNA","ENSG00000238832_snoRNA"
"WBP1LP2","processed_pseudogene","WBP1LP2_processed_pseudogene"
"BANF1P5","processed_pseudogene","BANF1P5_processed_pseudogene"
"SLC26A4-AS1","lncRNA","SLC26A4-AS1_lncRNA"
"SLC26A4","protein_coding","SLC26A4_protein_coding"
"CBLL1-AS1","lncRNA","CBLL1-AS1_lncRNA"
"CBLL1","protein_coding","CBLL1_protein_coding"
"SLC26A3","protein_coding","SLC26A3_protein_coding"
"PIGCP2","processed_pseudogene","PIGCP2_processed_pseudogene"
"DLD","protein_coding","DLD_protein_coding"
"LAMB1","protein_coding","LAMB1_protein_coding"
"ENSG00000273055","lncRNA","ENSG00000273055_lncRNA"
"LAMB4","protein_coding","LAMB4_protein_coding"
"NRCAM","protein_coding","NRCAM_protein_coding"
"PNPLA8","protein_coding","PNPLA8_protein_coding"
"RPL7P32","processed_pseudogene","RPL7P32_processed_pseudogene"
"THAP5","protein_coding","THAP5_protein_coding"
"DNAJB9","protein_coding","DNAJB9_protein_coding"
"ENSG00000225647","lncRNA","ENSG00000225647_lncRNA"
"ENSG00000270425","processed_pseudogene","ENSG00000270425_processed_pseudogene"
"LINC02903","lncRNA","LINC02903_lncRNA"
"ENSG00000279043","TEC","ENSG00000279043_TEC"
"ENSG00000229603","lncRNA","ENSG00000229603_lncRNA"
"BUB3P1","processed_pseudogene","BUB3P1_processed_pseudogene"
"ENSG00000230941","lncRNA","ENSG00000230941_lncRNA"
"ENSG00000234273","lncRNA","ENSG00000234273_lncRNA"
"ENSG00000230192","processed_pseudogene","ENSG00000230192_processed_pseudogene"
"ENSG00000271368","processed_pseudogene","ENSG00000271368_processed_pseudogene"
"EIF3IP1","processed_pseudogene","EIF3IP1_processed_pseudogene"
"RPL3P8","processed_pseudogene","RPL3P8_processed_pseudogene"
"ENSG00000226965","lncRNA","ENSG00000226965_lncRNA"
"ENSG00000278424","unprocessed_pseudogene","ENSG00000278424_unprocessed_pseudogene"
"ENSG00000287186","lncRNA","ENSG00000287186_lncRNA"
"IMMP2L","protein_coding","IMMP2L_protein_coding"
"ENSG00000228540","lncRNA","ENSG00000228540_lncRNA"
"LRRN3","protein_coding","LRRN3_protein_coding"
"ENSG00000243621","processed_pseudogene","ENSG00000243621_processed_pseudogene"
"ENSG00000227948","processed_pseudogene","ENSG00000227948_processed_pseudogene"
"DOCK4","protein_coding","DOCK4_protein_coding"
"ENSG00000287011","lncRNA","ENSG00000287011_lncRNA"
"DOCK4-AS1","lncRNA","DOCK4-AS1_lncRNA"
"RNA5SP237","rRNA_pseudogene","RNA5SP237_rRNA_pseudogene"
"ENSG00000234358","processed_pseudogene","ENSG00000234358_processed_pseudogene"
"ZNF277","protein_coding","ZNF277_protein_coding"
"RN7SKP187","misc_RNA","RN7SKP187_misc_RNA"
"ZNF277-AS1","lncRNA","ZNF277-AS1_lncRNA"
"MTND5P8","unprocessed_pseudogene","MTND5P8_unprocessed_pseudogene"
"MTND6P24","unprocessed_pseudogene","MTND6P24_unprocessed_pseudogene"
"MTCYBP24","unprocessed_pseudogene","MTCYBP24_unprocessed_pseudogene"
"IFRD1","protein_coding","IFRD1_protein_coding"
"ENSG00000180019","transcribed_processed_pseudogene","ENSG00000180019_transcribed_processed_pseudogene"
"ENSG00000288640","protein_coding","ENSG00000288640_protein_coding"
"ENSG00000288634","protein_coding","ENSG00000288634_protein_coding"
"LSMEM1","protein_coding","LSMEM1_protein_coding"
"NPM1P14","processed_pseudogene","NPM1P14_processed_pseudogene"
"ENSG00000223646","lncRNA","ENSG00000223646_lncRNA"
"MIPEPP1","processed_pseudogene","MIPEPP1_processed_pseudogene"
"TMEM168","protein_coding","TMEM168_protein_coding"
"BMT2","protein_coding","BMT2_protein_coding"
"HRAT17","lncRNA","HRAT17_lncRNA"
"ENSG00000279288","TEC","ENSG00000279288_TEC"
"GPR85","protein_coding","GPR85_protein_coding"
"ENSG00000225457","lncRNA","ENSG00000225457_lncRNA"
"SMIM30","protein_coding","SMIM30_protein_coding"
"ENSG00000289630","lncRNA","ENSG00000289630_lncRNA"
"ENSG00000270997","processed_pseudogene","ENSG00000270997_processed_pseudogene"
"ENSG00000278894","TEC","ENSG00000278894_TEC"
"ENSG00000287592","lncRNA","ENSG00000287592_lncRNA"
"PPP1R3A","protein_coding","PPP1R3A_protein_coding"
"FOXP2","protein_coding","FOXP2_protein_coding"
"ENSG00000236580","processed_pseudogene","ENSG00000236580_processed_pseudogene"
"ENSG00000224595","lncRNA","ENSG00000224595_lncRNA"
"ENSG00000282859","lncRNA","ENSG00000282859_lncRNA"
"RNA5SP238","rRNA_pseudogene","RNA5SP238_rRNA_pseudogene"
"MIR3666","miRNA","MIR3666_miRNA"
"MDFIC","protein_coding","MDFIC_protein_coding"
"LINC01393","lncRNA","LINC01393_lncRNA"
"LINC01392","lncRNA","LINC01392_lncRNA"
"RAC1P6","processed_pseudogene","RAC1P6_processed_pseudogene"
"POLR2DP2","processed_pseudogene","POLR2DP2_processed_pseudogene"
"SNORA25B","snoRNA","SNORA25B_snoRNA"
"ENSG00000242072","lncRNA","ENSG00000242072_lncRNA"
"ENSG00000240973","lncRNA","ENSG00000240973_lncRNA"
"ENSG00000243345","lncRNA","ENSG00000243345_lncRNA"
"TFEC","protein_coding","TFEC_protein_coding"
"ENSG00000279086","TEC","ENSG00000279086_TEC"
"TES","protein_coding","TES_protein_coding"
"ENSG00000243243","lncRNA","ENSG00000243243_lncRNA"
"ENSG00000237813","lncRNA","ENSG00000237813_lncRNA"
"ENSG00000237870","lncRNA","ENSG00000237870_lncRNA"
"CAV2","protein_coding","CAV2_protein_coding"
"CAV1","protein_coding","CAV1_protein_coding"
"ENSG00000235427","lncRNA","ENSG00000235427_lncRNA"
"COMETT","lncRNA","COMETT_lncRNA"
"MET","protein_coding","MET_protein_coding"
"CAPZA2","protein_coding","CAPZA2_protein_coding"
"ENSG00000235945","processed_pseudogene","ENSG00000235945_processed_pseudogene"
"RNA5SP239","rRNA_pseudogene","RNA5SP239_rRNA_pseudogene"
"ST7-AS1","lncRNA","ST7-AS1_lncRNA"
"ENSG00000275359","misc_RNA","ENSG00000275359_misc_RNA"
"ENSG00000277583","misc_RNA","ENSG00000277583_misc_RNA"
"ST7","protein_coding","ST7_protein_coding"
"ST7-OT4","lncRNA","ST7-OT4_lncRNA"
"ENSG00000288635","protein_coding","ENSG00000288635_protein_coding"
"ENSG00000273596","misc_RNA","ENSG00000273596_misc_RNA"
"ENSG00000273571","misc_RNA","ENSG00000273571_misc_RNA"
"ENSG00000276100","misc_RNA","ENSG00000276100_misc_RNA"
"ENSG00000274606","misc_RNA","ENSG00000274606_misc_RNA"
"ENSG00000228368","lncRNA","ENSG00000228368_lncRNA"
"TPM3P1","processed_pseudogene","TPM3P1_processed_pseudogene"
"MIR6132","miRNA","MIR6132_miRNA"
"ST7-AS2","lncRNA","ST7-AS2_lncRNA"
"ENSG00000287829","lncRNA","ENSG00000287829_lncRNA"
"ENSG00000274344","misc_RNA","ENSG00000274344_misc_RNA"
"ENSG00000275054","misc_RNA","ENSG00000275054_misc_RNA"
"ENSG00000227532","processed_pseudogene","ENSG00000227532_processed_pseudogene"
"ENSG00000278526","misc_RNA","ENSG00000278526_misc_RNA"
"ENSG00000278482","misc_RNA","ENSG00000278482_misc_RNA"
"ENSG00000230785","processed_pseudogene","ENSG00000230785_processed_pseudogene"
"MTND4P6","processed_pseudogene","MTND4P6_processed_pseudogene"
"MTCYBP6","processed_pseudogene","MTCYBP6_processed_pseudogene"
"WNT2","protein_coding","WNT2_protein_coding"
"CFTR","protein_coding","CFTR_protein_coding"
"ENSG00000286390","lncRNA","ENSG00000286390_lncRNA"
"ASZ1","protein_coding","ASZ1_protein_coding"
"ANKRD49P4","processed_pseudogene","ANKRD49P4_processed_pseudogene"
"ENSG00000237974","processed_pseudogene","ENSG00000237974_processed_pseudogene"
"CFTR-AS1","lncRNA","CFTR-AS1_lncRNA"
"ENSG00000234001","processed_pseudogene","ENSG00000234001_processed_pseudogene"
"ENSG00000083622","lncRNA","ENSG00000083622_lncRNA"
"CTTNBP2","protein_coding","CTTNBP2_protein_coding"
"ENSG00000224136","processed_pseudogene","ENSG00000224136_processed_pseudogene"
"ENSG00000234826","lncRNA","ENSG00000234826_lncRNA"
"LSM8","protein_coding","LSM8_protein_coding"
"ANKRD7","protein_coding","ANKRD7_protein_coding"
"ENSG00000287827","lncRNA","ENSG00000287827_lncRNA"
"GTF3AP6","processed_pseudogene","GTF3AP6_processed_pseudogene"
"ENSG00000230520","processed_pseudogene","ENSG00000230520_processed_pseudogene"
"ENSG00000270516","processed_pseudogene","ENSG00000270516_processed_pseudogene"
"LINC02476","lncRNA","LINC02476_lncRNA"
"RNU1-29P","snRNA","RNU1-29P_snRNA"
"ENSG00000233417","lncRNA","ENSG00000233417_lncRNA"
"ENSG00000233969","lncRNA","ENSG00000233969_lncRNA"
"KCND2","protein_coding","KCND2_protein_coding"
"RNU6-581P","snRNA","RNU6-581P_snRNA"
"ENSG00000231295","lncRNA","ENSG00000231295_lncRNA"
"TSPAN12","protein_coding","TSPAN12_protein_coding"
"ING3","protein_coding","ING3_protein_coding"
"RNA5SP240","rRNA_pseudogene","RNA5SP240_rRNA_pseudogene"
"CPED1","protein_coding","CPED1_protein_coding"
"HMGN1P18","processed_pseudogene","HMGN1P18_processed_pseudogene"
"RNA5SP241","rRNA_pseudogene","RNA5SP241_rRNA_pseudogene"
"RNU6-517P","snRNA","RNU6-517P_snRNA"
"ENSG00000287554","lncRNA","ENSG00000287554_lncRNA"
"WNT16","protein_coding","WNT16_protein_coding"
"FAM3C","protein_coding","FAM3C_protein_coding"
"CYCSP19","processed_pseudogene","CYCSP19_processed_pseudogene"
"ENSG00000227371","processed_pseudogene","ENSG00000227371_processed_pseudogene"
"ENSG00000234985","processed_pseudogene","ENSG00000234985_processed_pseudogene"
"ENSG00000289578","lncRNA","ENSG00000289578_lncRNA"
"ENSG00000227743","lncRNA","ENSG00000227743_lncRNA"
"RN7SKP277","misc_RNA","RN7SKP277_misc_RNA"
"PNPT1P2","processed_pseudogene","PNPT1P2_processed_pseudogene"
"PTPRZ1","protein_coding","PTPRZ1_protein_coding"
"AASS","protein_coding","AASS_protein_coding"
"RNU7-154P","snRNA","RNU7-154P_snRNA"
"ENSG00000234418","lncRNA","ENSG00000234418_lncRNA"
"ENSG00000226636","processed_pseudogene","ENSG00000226636_processed_pseudogene"
"ENSG00000213302","processed_pseudogene","ENSG00000213302_processed_pseudogene"
"FEZF1","protein_coding","FEZF1_protein_coding"
"FEZF1-AS1","lncRNA","FEZF1-AS1_lncRNA"
"CADPS2","protein_coding","CADPS2_protein_coding"
"ENSG00000240499","lncRNA","ENSG00000240499_lncRNA"
"ENSG00000225795","processed_pseudogene","ENSG00000225795_processed_pseudogene"
"RPS26P31","processed_pseudogene","RPS26P31_processed_pseudogene"
"RNF133","protein_coding","RNF133_protein_coding"
"RNF148","protein_coding","RNF148_protein_coding"
"ENSG00000227573","processed_pseudogene","ENSG00000227573_processed_pseudogene"
"TAS2R16","protein_coding","TAS2R16_protein_coding"
"ENSG00000226680","lncRNA","ENSG00000226680_lncRNA"
"SLC13A1","protein_coding","SLC13A1_protein_coding"
"LYPLA1P1","processed_pseudogene","LYPLA1P1_processed_pseudogene"
"IQUB","protein_coding","IQUB_protein_coding"
"ENSG00000232524","lncRNA","ENSG00000232524_lncRNA"
"RNU6-296P","snRNA","RNU6-296P_snRNA"
"NDUFA5","protein_coding","NDUFA5_protein_coding"
"ASB15","protein_coding","ASB15_protein_coding"
"ENSG00000289345","lncRNA","ENSG00000289345_lncRNA"
"ASB15-AS1","lncRNA","ASB15-AS1_lncRNA"
"LMOD2","protein_coding","LMOD2_protein_coding"
"WASL","protein_coding","WASL_protein_coding"
"WASL-DT","lncRNA","WASL-DT_lncRNA"
"RNU6-11P","snRNA","RNU6-11P_snRNA"
"HYAL6P","unitary_pseudogene","HYAL6P_unitary_pseudogene"
"HYAL4","protein_coding","HYAL4_protein_coding"
"SPAM1","protein_coding","SPAM1_protein_coding"
"ENSG00000225583","processed_pseudogene","ENSG00000225583_processed_pseudogene"
"ENSG00000241345","lncRNA","ENSG00000241345_lncRNA"
"TMEM229A","protein_coding","TMEM229A_protein_coding"
"ENSG00000242593","lncRNA","ENSG00000242593_lncRNA"
"ENSG00000243574","lncRNA","ENSG00000243574_lncRNA"
"ENSG00000241324","lncRNA","ENSG00000241324_lncRNA"
"SSU72P8","protein_coding","SSU72P8_protein_coding"
"ENSG00000213296","processed_pseudogene","ENSG00000213296_processed_pseudogene"
"RNU6-102P","snRNA","RNU6-102P_snRNA"
"ENSG00000279419","TEC","ENSG00000279419_TEC"
"GPR37","protein_coding","GPR37_protein_coding"
"C7orf77","lncRNA","C7orf77_lncRNA"
"POT1","protein_coding","POT1_protein_coding"
"POT1-AS1","lncRNA","POT1-AS1_lncRNA"
"EEF1GP1","processed_pseudogene","EEF1GP1_processed_pseudogene"
"LINC02830","lncRNA","LINC02830_lncRNA"
"ENSG00000205898","processed_pseudogene","ENSG00000205898_processed_pseudogene"
"ENSG00000219445","lncRNA","ENSG00000219445_lncRNA"
"ENSG00000213291","processed_pseudogene","ENSG00000213291_processed_pseudogene"
"ENSG00000234071","processed_pseudogene","ENSG00000234071_processed_pseudogene"
"PPIAP93","processed_pseudogene","PPIAP93_processed_pseudogene"
"ENSG00000197462","lncRNA","ENSG00000197462_lncRNA"
"ENSG00000241921","lncRNA","ENSG00000241921_lncRNA"
"GRM8","protein_coding","GRM8_protein_coding"
"ENSG00000287702","lncRNA","ENSG00000287702_lncRNA"
"ENSG00000227249","processed_pseudogene","ENSG00000227249_processed_pseudogene"
"ENSG00000287568","lncRNA","ENSG00000287568_lncRNA"
"ENSG00000224981","processed_pseudogene","ENSG00000224981_processed_pseudogene"
"ENSG00000230820","processed_pseudogene","ENSG00000230820_processed_pseudogene"
"MIR592","miRNA","MIR592_miRNA"
"GRM8-AS1","lncRNA","GRM8-AS1_lncRNA"
"PRELID3BP10","processed_pseudogene","PRELID3BP10_processed_pseudogene"
"ZNF800","protein_coding","ZNF800_protein_coding"
"ENSG00000279265","TEC","ENSG00000279265_TEC"
"ENSG00000224138","lncRNA","ENSG00000224138_lncRNA"
"ENSG00000280347","TEC","ENSG00000280347_TEC"
"ENSG00000226770","lncRNA","ENSG00000226770_lncRNA"
"GCC1","protein_coding","GCC1_protein_coding"
"ARF5","protein_coding","ARF5_protein_coding"
"FSCN3","protein_coding","FSCN3_protein_coding"
"PAX4","protein_coding","PAX4_protein_coding"
"SND1-DT","lncRNA","SND1-DT_lncRNA"
"SND1","protein_coding","SND1_protein_coding"
"ENSG00000240579","processed_pseudogene","ENSG00000240579_processed_pseudogene"
"SND1-IT1","lncRNA","SND1-IT1_lncRNA"
"LRRC4","protein_coding","LRRC4_protein_coding"
"MIR593","miRNA","MIR593_miRNA"
"MIR129-1","miRNA","MIR129-1_miRNA"
"ENSG00000289434","lncRNA","ENSG00000289434_lncRNA"
"LEP","protein_coding","LEP_protein_coding"
"ENSG00000272915","lncRNA","ENSG00000272915_lncRNA"
"RBM28","protein_coding","RBM28_protein_coding"
"ENSG00000242261","processed_pseudogene","ENSG00000242261_processed_pseudogene"
"RNU7-27P","snRNA","RNU7-27P_snRNA"
"PRRT4","protein_coding","PRRT4_protein_coding"
"IMPDH1","protein_coding","IMPDH1_protein_coding"
"ENSG00000228700","processed_pseudogene","ENSG00000228700_processed_pseudogene"
"RNU7-54P","snRNA","RNU7-54P_snRNA"
"ENSG00000273184","lncRNA","ENSG00000273184_lncRNA"
"HILPDA","protein_coding","HILPDA_protein_coding"
"HILPDA-AS1","lncRNA","HILPDA-AS1_lncRNA"
"ENSG00000272601","transcribed_unprocessed_pseudogene","ENSG00000272601_transcribed_unprocessed_pseudogene"
"METTL2B","protein_coding","METTL2B_protein_coding"
"ENSG00000273270","lncRNA","ENSG00000273270_lncRNA"
"ENSG00000280828","unprocessed_pseudogene","ENSG00000280828_unprocessed_pseudogene"
"ENSG00000213280","processed_pseudogene","ENSG00000213280_processed_pseudogene"
"ENSG00000242588","lncRNA","ENSG00000242588_lncRNA"
"ENSG00000281896","transcribed_unprocessed_pseudogene","ENSG00000281896_transcribed_unprocessed_pseudogene"
"RNU6-177P","snRNA","RNU6-177P_snRNA"
"ENSG00000243302","processed_pseudogene","ENSG00000243302_processed_pseudogene"
"ENSG00000230715","processed_pseudogene","ENSG00000230715_processed_pseudogene"
"ENSG00000229413","processed_pseudogene","ENSG00000229413_processed_pseudogene"
"ENSG00000243679","processed_pseudogene","ENSG00000243679_processed_pseudogene"
"CICP14","processed_pseudogene","CICP14_processed_pseudogene"
"ENSG00000288884","lncRNA","ENSG00000288884_lncRNA"
"ENSG00000271553","lncRNA","ENSG00000271553_lncRNA"
"ENSG00000241493","processed_pseudogene","ENSG00000241493_processed_pseudogene"
"FAM71F2","protein_coding","FAM71F2_protein_coding"
"ENSG00000271344","lncRNA","ENSG00000271344_lncRNA"
"IMP3P2","processed_pseudogene","IMP3P2_processed_pseudogene"
"RNA5SP242","rRNA_pseudogene","RNA5SP242_rRNA_pseudogene"
"RNA5SP243","rRNA_pseudogene","RNA5SP243_rRNA_pseudogene"
"FAM71F1","protein_coding","FAM71F1_protein_coding"
"CALU","protein_coding","CALU_protein_coding"
"RN7SL81P","misc_RNA","RN7SL81P_misc_RNA"
"OPN1SW","protein_coding","OPN1SW_protein_coding"
"CCDC136","protein_coding","CCDC136_protein_coding"
"FLNC","protein_coding","FLNC_protein_coding"
"FLNC-AS1","lncRNA","FLNC-AS1_lncRNA"
"KCP","protein_coding","KCP_protein_coding"
"ATP6V1F","protein_coding","ATP6V1F_protein_coding"
"ATP6V1FNB","protein_coding","ATP6V1FNB_protein_coding"
"ENSG00000224163","unprocessed_pseudogene","ENSG00000224163_unprocessed_pseudogene"
"IRF5","protein_coding","IRF5_protein_coding"
"ENSG00000275106","TEC","ENSG00000275106_TEC"
"TNPO3","protein_coding","TNPO3_protein_coding"
"RN7SL306P","misc_RNA","RN7SL306P_misc_RNA"
"ODCP","processed_pseudogene","ODCP_processed_pseudogene"
"TPI1P2","transcribed_processed_pseudogene","TPI1P2_transcribed_processed_pseudogene"
"ENSG00000242162","processed_pseudogene","ENSG00000242162_processed_pseudogene"
"ENSG00000241102","processed_pseudogene","ENSG00000241102_processed_pseudogene"
"ENSG00000241573","processed_pseudogene","ENSG00000241573_processed_pseudogene"
"CYCSP20","processed_pseudogene","CYCSP20_processed_pseudogene"
"ENSG00000230626","protein_coding","ENSG00000230626_protein_coding"
"TSPAN33","protein_coding","TSPAN33_protein_coding"
"RNY1P11","misc_RNA","RNY1P11_misc_RNA"
"SMO","protein_coding","SMO_protein_coding"
"ENSG00000243230","lncRNA","ENSG00000243230_lncRNA"
"AHCYL2","protein_coding","AHCYL2_protein_coding"
"ENSG00000286722","lncRNA","ENSG00000286722_lncRNA"
"CDC26P1","processed_pseudogene","CDC26P1_processed_pseudogene"
"STRIP2","protein_coding","STRIP2_protein_coding"
"SNRPGP3","processed_pseudogene","SNRPGP3_processed_pseudogene"
"RNU1-72P","snRNA","RNU1-72P_snRNA"
"SMKR1","protein_coding","SMKR1_protein_coding"
"ENSG00000273329","lncRNA","ENSG00000273329_lncRNA"
"NRF1","protein_coding","NRF1_protein_coding"
"ENSG00000288881","lncRNA","ENSG00000288881_lncRNA"
"RNA5SP244","rRNA_pseudogene","RNA5SP244_rRNA_pseudogene"
"ENSG00000286380","lncRNA","ENSG00000286380_lncRNA"
"MIR182","miRNA","MIR182_miRNA"
"MIR96","miRNA","MIR96_miRNA"
"MIR183","miRNA","MIR183_miRNA"
"ENSG00000242078","lncRNA","ENSG00000242078_lncRNA"
"UBE2H","protein_coding","UBE2H_protein_coding"
"UBE2H-DT","lncRNA","UBE2H-DT_lncRNA"
"ZC3HC1","protein_coding","ZC3HC1_protein_coding"
"RNA5SP245","rRNA_pseudogene","RNA5SP245_rRNA_pseudogene"
"KLHDC10","protein_coding","KLHDC10_protein_coding"
"ENSG00000229196","lncRNA","ENSG00000229196_lncRNA"
"TMEM209","protein_coding","TMEM209_protein_coding"
"ENSG00000240571","lncRNA","ENSG00000240571_lncRNA"
"SSMEM1","protein_coding","SSMEM1_protein_coding"
"ENSG00000270992","processed_pseudogene","ENSG00000270992_processed_pseudogene"
"CPA2","protein_coding","CPA2_protein_coding"
"CPA4","protein_coding","CPA4_protein_coding"
"CPA5","protein_coding","CPA5_protein_coding"
"CPA1","protein_coding","CPA1_protein_coding"
"CEP41","protein_coding","CEP41_protein_coding"
"ENSG00000259920","lncRNA","ENSG00000259920_lncRNA"
"MESTIT1","lncRNA","MESTIT1_lncRNA"
"MEST","protein_coding","MEST_protein_coding"
"ENSG00000277269","misc_RNA","ENSG00000277269_misc_RNA"
"ENSG00000278055","misc_RNA","ENSG00000278055_misc_RNA"
"ENSG00000274500","misc_RNA","ENSG00000274500_misc_RNA"
"ENSG00000270823","lncRNA","ENSG00000270823_lncRNA"
"MIR335","miRNA","MIR335_miRNA"
"COPG2","protein_coding","COPG2_protein_coding"
"ENSG00000270953","lncRNA","ENSG00000270953_lncRNA"
"COPG2IT1","lncRNA","COPG2IT1_lncRNA"
"RNA5SP246","rRNA_pseudogene","RNA5SP246_rRNA_pseudogene"
"ENSG00000226045","processed_pseudogene","ENSG00000226045_processed_pseudogene"
"TSGA13","protein_coding","TSGA13_protein_coding"
"ENSG00000287547","lncRNA","ENSG00000287547_lncRNA"
"KLF14","protein_coding","KLF14_protein_coding"
"ENSG00000271522","lncRNA","ENSG00000271522_lncRNA"
"ENSG00000285106","lncRNA","ENSG00000285106_lncRNA"
"ENSG00000229858","processed_pseudogene","ENSG00000229858_processed_pseudogene"
"H4P1","processed_pseudogene","H4P1_processed_pseudogene"
"ENSG00000232716","processed_pseudogene","ENSG00000232716_processed_pseudogene"
"LINC00513","lncRNA","LINC00513_lncRNA"
"MIR29A","miRNA","MIR29A_miRNA"
"ENSG00000226380","lncRNA","ENSG00000226380_lncRNA"
"MIR29B1","miRNA","MIR29B1_miRNA"
"ENSG00000271204","lncRNA","ENSG00000271204_lncRNA"
"ENSG00000273319","lncRNA","ENSG00000273319_lncRNA"
"LINC-PINT","lncRNA","LINC-PINT_lncRNA"
"RNU6-1010P","snRNA","RNU6-1010P_snRNA"
"MKLN1","protein_coding","MKLN1_protein_coding"
"ENSG00000233287","processed_pseudogene","ENSG00000233287_processed_pseudogene"
"MKLN1-AS","lncRNA","MKLN1-AS_lncRNA"
"ENSG00000273489","lncRNA","ENSG00000273489_lncRNA"
"PODXL","protein_coding","PODXL_protein_coding"
"ENSG00000224545","processed_pseudogene","ENSG00000224545_processed_pseudogene"
"EEF1B2P6","processed_pseudogene","EEF1B2P6_processed_pseudogene"
"ENSG00000236238","processed_pseudogene","ENSG00000236238_processed_pseudogene"
"ENSG00000236395","processed_pseudogene","ENSG00000236395_processed_pseudogene"
"NDUFB9P2","processed_pseudogene","NDUFB9P2_processed_pseudogene"
"CAPZA1P4","processed_pseudogene","CAPZA1P4_processed_pseudogene"
"ENSG00000236386","processed_pseudogene","ENSG00000236386_processed_pseudogene"
"ENSG00000224865","lncRNA","ENSG00000224865_lncRNA"
"ENSG00000229532","processed_pseudogene","ENSG00000229532_processed_pseudogene"
"PLXNA4","protein_coding","PLXNA4_protein_coding"
"ENSG00000225144","lncRNA","ENSG00000225144_lncRNA"
"ENSG00000223436","lncRNA","ENSG00000223436_lncRNA"
"FLJ40288","lncRNA","FLJ40288_lncRNA"
"ENSG00000201009","snoRNA","ENSG00000201009_snoRNA"
"ENSG00000225881","lncRNA","ENSG00000225881_lncRNA"
"CHCHD3","protein_coding","CHCHD3_protein_coding"
"ENSG00000227197","lncRNA","ENSG00000227197_lncRNA"
"ENSG00000283041","processed_pseudogene","ENSG00000283041_processed_pseudogene"
"MIR3654","miRNA","MIR3654_miRNA"
"RNU6-92P","snRNA","RNU6-92P_snRNA"
"ST13P7","processed_pseudogene","ST13P7_processed_pseudogene"
"EXOC4","protein_coding","EXOC4_protein_coding"
"MIR6133","miRNA","MIR6133_miRNA"
"ENSG00000235429","processed_pseudogene","ENSG00000235429_processed_pseudogene"
"COX5BP3","processed_pseudogene","COX5BP3_processed_pseudogene"
"RPS3AP27","processed_pseudogene","RPS3AP27_processed_pseudogene"
"LRGUK","protein_coding","LRGUK_protein_coding"
"ENSG00000231098","lncRNA","ENSG00000231098_lncRNA"
"SLC35B4","protein_coding","SLC35B4_protein_coding"
"ENSG00000229177","lncRNA","ENSG00000229177_lncRNA"
"ENSG00000273297","lncRNA","ENSG00000273297_lncRNA"
"AKR1B1","protein_coding","AKR1B1_protein_coding"
"AKR1B10","protein_coding","AKR1B10_protein_coding"
"AKR1B15","protein_coding","AKR1B15_protein_coding"
"BPGM","protein_coding","BPGM_protein_coding"
"ENSG00000224375","lncRNA","ENSG00000224375_lncRNA"
"TUBB3P2","processed_pseudogene","TUBB3P2_processed_pseudogene"
"CALD1","protein_coding","CALD1_protein_coding"
